date,publication,words,author,title,intro
2014-11-21,Le Figaro,425mots,PROPOS RECUEILLIS PARAnne Jouan PROPOS RECUEILLIS PAR,Jean Jouzel : « On ne pourra pas tout protéger »,"  ...  convient de se poser est la suivante : dans un futur proche, avec le contexte du  réchauffement  climatique, y auratil des risques que les tempêtes à l'origine des nouveaux traits ..."
2014-11-25,Le Figaro,456mots,"M. C. CHRISTOPHE NAJDOVSKI, ADJOINT EN CHARGE DES TRANSPORTS À LA MAIRIE (EELV)","À Paris, des mesures de restrictions dès 2015",  ...  toutdiesel. Un choix qui répond officiellement à la baisse des émissions de gaz à  effet  de  serre responsables du  réchauffement  climatique et officieusement aux priorités accordées à cette technique par les ...
2014-12-04,Le Figaro,771mots,Marielle Court @MarielleCourtEnvoyée spéciale au Kenya @MarielleCourt Envoyée spéciale au Kenya,Géothermie : de l'énergie verte pour le Kenya,"  ...  des années de sécheresse, comme en 2009.   « On est aujourd'hui très touchés par le  changement  climatique, nous subissons de très longues périodes de sécheresse et parallèlement une augmentation d'épisodes pluvieux ..."
2014-12-13,Le Figaro,591mots,Alice BomboyLima (Pérou) Lima (Pérou),"À Lima, vers un accord pas à pas","  ...  en décembre 2015. En fixant des objectifs contraignants de réduction des émissions de gaz à  effet  de  serre (GES) pour l'ensemble des pays du monde, ce texte doit permettre de limiter ..."
2014-12-13,Le Figaro,744mots,,« La Chine devra limiter sa consommation de charbon »,"...  organisé début décembre à Paris et dans d'autres villes européennes une conférence sur le  changement  climatique. Les pays développés reprochent aux pays en voie de développement, notamment la Chine, d'émettre ..."
2014-12-13,Le Figaro,191mots,A. B.,Les peuples indigènes veulent accéder aux négociations,"  ...  climatique. « Nous avons tous la même histoire. Nous sommes ceux qui contribuent le moins au  changement  climatique, mais ceux qui en paient le plus le prix. Malgré cela, les entreprises et les ..."
2014-12-15,Le Figaro,759mots,"Marielle Courtmcourt@lefigaro.fr mcourt@lefigaro.fr TODD STERN, LE NÉGOCIATEUR AMÉRICAIN",Climat : la survie des négociations va se jouer à Paris,"  Le succès de la conférence de Paris l'an prochain est en jeu et je pense que l'avenir même de la conférence climat est également en jeuTODD STERN, LE NÉGOCIATEUR ..."
2014-12-20,Le Figaro,495mots,PROPOS RECUEILLIS PARCyrille Vanlerberghe @Cyrillevan PROPOS RECUEILLIS PAR @Cyrillevan,Pascal Yiou : « La France et l'Europe se réchauffent plus vite que la planète »,"  ...  et à l'activité humaine ? C'est difficile à dire. Les émissions de gaz à  effet  de  serre et le réchauffement séculaire, assez lent, sont en compétition avec des circulations atmosphériques très ..."
2014-12-26,Le Figaro,690mots,S. DE RO. (envoyée spéciale à Saint-Pierre-et-Miquelon) S. DE R. (à Saint-Pierre et miquelon),L'étrange Noël du président,"  ...  dans le cockpit, en écoutant malgré lui les   « Petiiit papaaaa Noëëël... »   diffusés dans la carlingue.  Réchauffement  climatique Plusieurs dizaines d'habitants attendent devant une église en bois bleu fané. Emmitouflé dans un ..."
2015-01-06,Le Figaro,1076mots,JEAN DE KERVASDOUÉ,Politique et climat,"  ...  la Terre. Si dans l'opinion française et sa classe politique l'origine anthropique du  réchauffement  climatique est un dogme incontestable, une « évidence » absolue, la communauté scientifique mondiale est beaucoup plus prudente ..."
2015-01-09,Le Figaro,163mots,M. C.,Gaz à effet de serre : l'impact de l'élevage revu à la baisse,"  ...  doigt. Ces ruminants, du fait de leur mode de digestion, produisent 78 % des gaz à  effet  de  serre lié à l'élevage (du méthane). Mais la bonne nouvelle est soulignée par l ..."
2015-01-29,Le Figaro,664mots,"Rovan, Anne|Anne Rovan @AnneRovanEnvoyée spéciale à Pékin @AnneRovan Envoyée spéciale à Pékin","Chine, le premier voyage « au long cours » de Manuel Valls","  ...  chinois, notamment la charcuterie. Parce que c'est en Chine que la lutte contre le  réchauffement  climatique prend tout son sens, Valls compte attirer l'attention des dirigeants chinois sur les enjeux ..."
2015-02-17,Le Figaro,717mots,"Court, Marielle|Marielle Court @MarielleCourt @MarielleCourt",Climat : un appel pour encadrer les apprentis sorciers,"  RÉCHAUFFEMENT  Lutter contre le  réchauffement  climatique en refroidissant la planète par le biais de techniques regroupées sous le vocable de géoingéniérie, l'idée fait son chemin. Au point de susciter de ..."
2015-02-17,Le Figaro,250mots,"Agences, AFP, AP, Reuters|(avec AFP)",Adoption d'un texte de négociation avant Paris 2015,"  ...  un texte de négociation en vue du tout premier accord multilatéral pour lutter contre le  réchauffement  climatique, espéré en décembre lors de la conférence de Paris. Ce texte, qui à ce stade ..."
2015-02-24,Le Figaro,667mots,"Nothias, Jean-Luc|Jean-Luc Nothias jlnothias@lefigaro.fr jlnothias@lefigaro.fr Bastien Mennecart, chercheur au CR2P",Un récit de la chute des ruminants d'Europe,"  ...  voir que l'Europe est un culdesac pour la faune en cas de  changement  climatique »  , estime le chercheur du Muséum.   « On peut aller facilement vers l'ouest ou le nord ..."
2015-02-26,Le Figaro,758mots,"de Royer, Solenn, Court, Marielle|Solenn de Royer avec Marielle Court @sderoyer @MarielleCourtEnvoyée spéciale à Manille @sderoyer @MarielleCourt Envoyée spéciale à Manille",Hollande soigne son profil « écolo »,"  ...  la région, réunis au siège de la communauté du Pacifique, lui raconter les conséquences du  réchauffement  climatique sur leurs territoires. Lesquels pourraient être engloutis si la planète ne parvient pas à réduire ..."
2015-02-27,Le Figaro,726mots,"de Royer, Solenn|Solenn de Royer @sderoyerEnvoyée spéciale à Manille @sderoyer Envoyée spéciale à Manille",Climat : Hollande lance l'appel de Manille,"  ...  accord   « global » , « contraignant » , « pays par pays » ,  obligeant chacun à réduire ses émissions de gaz à  effet  de  serre. Un accord qui assurerait que   « le monde ne connaîtra pas un réchauffement qui l ..."
2015-03-07,Le Figaro,139mots,"Nodé-Langlois, Fabrice|F. N.-L.",40 %,"  L'Union européenne a officiellement adopté, vendredi, son engagement en matière de lutte contre le  changement  climatique, en vue de la conférence de Paris du mois de décembre et l'a transmis ..."
2015-03-14,Le Figaro,912mots,"Vanlerberghe, Cyrille|Cyrille Vanlerberghe @cyrillevanenvoyé spécial à Kuujjuarapik (Québec) @cyrillevan envoyé spécial à Kuujjuarapik (Québec)","La fonte du permafrost, une bombe climatique","  ... Dans ce froid polaire, c'est au  réchauffement  climatique que s'intéresse le chercheur français. Et plus particulièrement à l'impact potentiellement catastrophique de la fonte du pergélisol ( permafrost  en anglais), ces ..."
2015-03-16,Le Figaro,803mots,"Senk, Pascale|Pascale Senk Pr OLIVIER HOUDÉ, AUTEUR DU LIVRE « Apprendre à résister »",Comment Internet affecte notre psychisme,"  ...  d'Alzheimer, le Pr Susan Greenfield, qui parle de   «  changement cérébral  »   comme on parle de   «   changement  climatique »  . Elle s'inquiète des modifications identitaires provoquées par un usage intensif d'Internet :   «  C'est ..."
2015-03-18,Le Figaro,346mots,"Cheyvialle, Anne",Intervention record de l'aide française au développement,"  ...  du futur.   «  Ainsi, le métro de Cochin  (Inde)  améliore le service public, valorise le savoirfaire français et contribue à un moindre  effet  de  serre »  , illustre le directeur de la stratégie.  ..."
2015-03-31,Le Figaro,494mots,"Cheyvialle, Anne","Le climat, un marché à 100 milliards de dollars pour la finance",  ...  réseaux d'assainissement... Les enjeux climatiques qui visent à réduire les émissions de gaz à  effet  de  serre deviennent prioritaires dans les projets de développement économique et social. Ils prennent encore plus ...
2015-03-31,Le Figaro,712mots,"Vanlerberghe, Cyrille",Une sonde pour lire l'histoire du climat,"  GLACIOLOGIE  Avec le  réchauffement  climatique que connaît la planète depuis le XXe siècle, l'analyse du climat passé est l'un des meilleurs moyens de compréhension des phénomènes en cours. Une équipe ..."
2015-04-03,Le Figaro,978mots,"Court, Marielle",Une arche de Noé des graines en Norvège,  ...  un jour peutêtre de trouver celui qui dispose du meilleur gène pour résister au  changement  climatique. C'est aux Philippines que l'on a découvert le riz capable de faire face ...
2015-04-09,Le Figaro,720mots,"Ferry, Luc","« Cop 21 » , nouveau barnum écolo","  ...  mieux qu'un nouveau sommet aussi dramatiquement inutile et coûteux que les précédents sur le  réchauffement  climatique. De quoi s'agitil, en effet ? De poser pour 2050 quelques normes et quotas ..."
2015-04-15,Le Figaro,175mots,,EN BREF,"...  La Haye, demandant aux juges de qualifier de « violation des droits de l'homme » un  réchauffement  climatique de plus de 2 °C. « Nous voulons que le gouvernement réduise les émissions de gaz ..."
2015-04-17,Le Figaro,342mots,"Mennessier, Marc",Vive l'effet de serre!,"  ...  de carbone (CO2) ou le méthane présents dans l'atmosphère. Sans ces fameux « gaz à  effet  de  serre » , la Terre serait bien plus froide ( 18 °C) qu'elle ne l'est en ..."
2015-04-17,Le Figaro,588mots,"Court, Marielle",Le réchauffement climatique met l'eau sous pression,"  ...  des chercheurs de plusieurs institutions publiques (BRGM, Armines...) se sont penchés sur les conséquences du  réchauffement  climatique sur l'eau douce en France en se basant sur les différents modèles de projection ..."
2015-04-25,Le Figaro,736mots,"Podesta, John",Washington et Mexico unis pour juguler le changement climatique,"  ...  mettent en oeuvre des mesures exigeantes en vue de diminuer les émissions de gaz à  effet  de  serre,  plaide le directeur de campagne de Hillary Clinton pour la présidentielle de 2016*. À ..."
2015-04-28,Le Figaro,1508mots,"de Monicault, Frédéric","Énergies vertes, un gisement d'emplois ?","  ...  des scientifiques concernant la nécessité d'une diminution de 15 % des émissions de gaz à  effet  de  serre au cours des cinq prochaines années. Pour y parvenir, comme le souligne le climatologue ..."
2015-04-30,Le Figaro,820mots,"Guénois, Jean-Marie",Climat : le plaidoyer vert du pape François,"  ...  avait d'ailleurs prévenu ceux qui voudraient réduire son encyclique à la seule question du  réchauffement  climatique :   « Le problème n'est pas facile. Sur la sauvegarde de la création, l'écologie, l ..."
2015-04-30,Le Figaro,808mots,"Guénois, Jean-Marie",Climat : le plaidoyer vert du pape François,"  ...  avait d'ailleurs prévenu ceux qui voudraient réduire son encyclique à la seule question du  réchauffement  climatique :   « Le problème n'est pas facile. Sur la sauvegarde de la création, l'écologie, l ..."
2015-05-08,Le Figaro,561mots,"Nothias, Jean-Luc",Le changement climatique accélère l'extinction d'espèces,"  BIODIVERSITÉ  Le  changement  climatique en cours augmente de manière importante le risque d'extinction de nombreuses espèces animales. Et pas seulement pour des animaux emblématiques, comme les ours polaires. Mais de combien ..."
2015-05-12,Le Figaro,897mots,"de Monicault, Frédéric",Gérard Mestrallet : « Il faut donner un prix au carbone »,"  ...  Nous allons travailler en étroite collaboration avec Laurence Tubiana, ambassadrice chargée des négociations sur le  changement  climatique. L'idée est d'amener le monde des entreprises à prendre des engagements et à ..."
2015-05-12,Le Figaro,606mots,,Climat : l'accord de Paris négocié pas à pas,...  à la fois simple et terriblement compliqué à concrétiser : réduire les émissions de gaz à  effet  de  serre afin de limiter la hausse de la température mondiale en deçà de 2 °C ...
2015-05-12,Le Figaro,92mots,"Court, Marielle",le réchauffement climatique en chiffres,"  ... des émissions mondiales de gaz à  effet  de  serre sont le fait de deux pays : la Chine et les ÉtatsUnis. 0,85°C C'est la hausse moyenne des températures dans ..."
2015-05-12,Le Figaro,531mots,"Cheyvialle, Anne",2100 : objectif zéro émissions,"   COMMENT réduire à zéro les émissions de gaz à  effet  de  serre, objectif indispensable d'ici à 2100 pour stabiliser le  changement  climatique dans un monde toujours plus peuplé, urbanisé et industriel ..."
2015-05-19,Le Figaro,731mots,"Bohineust, Armelle, Jacquot, Bruno",Antoine Frérot : « Pas de croissance sans développement durable »,"  ...  responsabilité environnementale, et nous avons le souci de diminuer nos propres émissions de gaz à  effet  de  serre. Mais Veolia est aussi un pourvoyeur de solutions contre les pollutions les plus difficiles ..."
2015-05-19,Le Figaro,526mots,"Barotte, Nicolas",Merkel s'engage pour la conférence de Paris sur le climat,"  ...  d'être atteint : les engagements pris ne permettent pas pour l'instant de maintenir le  réchauffement  climatique en dessous de 2 °C. Récemment, François Hollande avait d'ailleurs fait part de ses ..."
2015-05-20,Le Figaro,515mots,"Cheyvialle, Anne",Climat : les entreprises s'engagent,"  ...  À 194 jours du lancement de la COP21, la conférence des Nations unies sur le  changement  climatique qui se tient à Paris, les entreprises se mobilisent. Une première à cette échelle. Réunis ..."
2015-05-20,Le Figaro,482mots,"Barotte, Nicolas",Hollande et Merkel pour un accord « contraignant »,  ... L'objectif de la COP21 est d'engager des mesures pour limiter le  réchauffement  climatique à 2 °C. Le respect de ces engagements valables pour tous les pays du monde serait régulièrement ...
