number_volume,number_issue,number_article,year,period,type_decide,type_1,type_2,name_book,name_book_words,name_book_len,keyword,author_number,author_info,country_list,author_mutiple_country,judge_mutiple_country_article,page_start,page_end,page_quant,date_receive,date_accept,date_online,views,Crossref,Web_of_Science
3,4,4,2001,2001-4,article,Article,Original Articles,european patterns of labour market entry. a dichotomy of occupationalized vs. non-occupationalized systems?,"['european', 'pattern', 'labour', 'market', 'entry', 'dichotomy', 'occupationalized', 'vs.', 'non-occupationalized', 'system']",107.0,"['School-TO-WORK Transitions', 'Labour Market Integration', 'Education And Training Systems', 'Labour Market Structure', 'Europe']",1,[],[],0,0,471,494,24,,,02 Dec 2010,406,50,0
3,4,5,2001,2001-4,article,Article,Original Articles,old-age pensions: individual or collective responsibility? an investigation of public opinion across european welfare states,"['old-age', 'pension', 'individual', 'collective', 'responsibility', 'investigation', 'public', 'opinion', 'across', 'european', 'welfare', 'state']",124.0,"['Old-AGE Pensions', 'Public Opinion', 'Welfare State Regimes', 'Pension Systems']",1,[],[],0,0,495,523,29,,,02 Dec 2010,232,15,3
3,4,6,2001,2001-4,book review,book review, Book Reviews,book reviews,"['book', 'review']",12.0,[],0,[],[],0,0,525,538,14,,,02 Dec 2010,22,0,0
4,1,1,2002,2002-1,article,Article,Original Articles,europe and european culture - a conceptual analysis,"['europe', 'european', 'culture', 'conceptual', 'analysis']",51.0,"['Europe', 'European Culture', 'European Identity', 'Civilization', 'Nation', 'European Citizenship', 'Concepts', 'Essentialism', 'Constructivism']",1,[],[],0,0,1,26,26,,,02 Dec 2010,"1,597",24,0
4,1,2,2002,2002-1,article,Article,Original Articles,back to labour markets - who got ahead in post-communist societies after 1989?,"['back', 'labour', 'market', 'got', 'ahead', 'post-communist', 'society', '1989']",78.0,"['Labour Market', 'Post-COMMUNIST Transformation', 'Competencies', 'Career Mobility', 'Social Stratification', 'Life Course']",3,[],[],0,0,27,52,26,,,02 Dec 2010,43,5,0
4,1,3,2002,2002-1,article,Article,Original Articles,the performance of migrants in occupational labour markets,"['performance', 'migrant', 'occupational', 'labour', 'market']",58.0,"['Education', 'Ethnic Germans', 'Immigration', 'Labour Market', 'Vocational Training']",2,[],[],0,0,53,78,26,,,02 Dec 2010,124,15,0
4,1,4,2002,2002-1,article,Article,Original Articles,"vocational education and labour markets in deregulated, flexibly coordinated and planned societies","['vocational', 'education', 'labour', 'market', 'deregulated', 'flexibly', 'coordinated', 'planned', 'society']",98.0,"['Labour Market', 'Job Matching', 'Overqualification', 'Income Inequality', 'Social Stratification']",1,[],[],0,0,79,105,27,,,02 Dec 2010,67,10,0
4,1,5,2002,2002-1,article,Article,Original Articles,changes in status attainment in hungary between 1910 and 1989,"['change', 'status', 'attainment', 'hungary', '1910', '1989']",61.0,"['Social Mobility', 'Status Attainment', 'Social Inequality', 'Longitudinal Historical Analysis', 'Hungary']",4,[],[],0,0,107,140,34,,,02 Dec 2010,55,8,0
4,1,6,2002,2002-1,book review,book review,Book Reviews,book reviews,"['book', 'review']",12.0,[],0,[],[],0,0,141,156,16,,,02 Dec 2010,17,0,0
4,2,1,2002,2002-2,article,Article,Original Articles,"citizenship, social welfare system and social policies in france","['citizenship', 'social', 'welfare', 'system', 'social', 'policy', 'france']",64.0,"['Citizenship', 'Republic', 'Social Welfare', 'Fundamental Rights', 'Social Policies', 'Decentralisation', 'Bismarckian System', 'Universalism']",2,[],[],0,0,161,184,24,,,02 Dec 2010,180,2,0
4,2,2,2002,2002-2,article,Article,Original Articles,welfare states and dimensions of social capital: cross-national comparisons of social contacts in european countries,"['welfare', 'state', 'dimension', 'social', 'capital', 'cross-national', 'comparison', 'social', 'contact', 'european', 'country']",116.0,"['Social Contacts', 'Individual Determinants', 'Welfare States', 'Multilevel Analyses']",3,[],[],0,0,185,207,23,,,02 Dec 2010,387,59,0
4,2,3,2002,2002-2,article,Article,Original Articles,cumulative disadvantage or individualisation? a comparative analysis of poverty risk and incidence,"['cumulative', 'disadvantage', 'individualisation', 'comparative', 'analysis', 'poverty', 'risk', 'incidence']",98.0,"['Poverty', 'Individualisation', 'Disadvantage', 'Cumulative', 'Social Class', 'Life-COURSE']",2,[],[],0,0,209,233,25,,,02 Dec 2010,410,27,0
4,2,4,2002,2002-2,article,Article,Original Articles,the professions between state and market: a cross-national study of convergence and divergence,"['profession', 'state', 'market', 'cross-national', 'study', 'convergence', 'divergence']",94.0,"['Professions', 'Advocates/Solicitors', 'Pharmacists', 'Germany', 'Britain', 'Market Deregulation']",3,[],[],0,0,235,260,26,,,02 Dec 2010,85,12,0
4,3,1,2002,2002-3,article,Article,Original Articles,locating europe,"['locating', 'europe']",15.0,"['Europe', 'Identity', 'Public Space', 'Institutional Theory', 'Textbooks And Curricula', 'History And Civics Education']",1,[],[],0,0,265,284,20,,,02 Dec 2010,411,69,0
4,3,2,2002,2002-3,article,Article,Original Articles,"towards a model of quality of life for older ethnic minority migrants in germany, austria and the uk","['towards', 'model', 'quality', 'life', 'older', 'ethnic', 'minority', 'migrant', 'germany', 'austria', 'uk']",100.0,"['Ageing', 'Ethnicity', 'Migration', 'Quality Of Life', 'Social Policy']",1,[],[],0,0,285,306,22,,,02 Dec 2010,154,9,3
4,3,3,2002,2002-3,article,Article,Original Articles,working time preferences in dual-earning households,"['working', 'time', 'preference', 'dual-earning', 'household']",51.0,"['Working Time', 'Households', 'Preferences', 'Europe']",2,[],[],0,0,307,329,23,,,02 Dec 2010,111,8,3
4,4,1,2002,2002-4,article,Article,Original Articles,gender and welfare state change,"['gender', 'welfare', 'state', 'change']",31.0,"['Gender', 'Welfare Regime', 'Welfare Restructuring', 'Work Welfare', 'Relationship', 'Individualization', 'Adult Worker Model Family']",1,[],[],0,0,331,357,27,,,02 Dec 2010,"4,246",170,0
4,4,2,2002,2002-4,article,Article,Original Articles,european perspectives on welfare reform: a tale of two vicious circles?,"['european', 'perspective', 'welfare', 'reform', 'tale', 'two', 'vicious', 'circle']",71.0,"['Social Assistance', 'Workfare', 'Welfare', 'Speenhamland Effect', 'European Employment Policies']",1,[],[],0,0,359,380,22,,,02 Dec 2010,73,3,0
4,4,3,2002,2002-4,article,Article,Original Articles,women and pensions in northern ireland: observations from recent research,"['woman', 'pension', 'northern', 'ireland', 'observation', 'recent', 'research']",73.0,"['Women', 'Pensions', 'United Kingdom', 'Privatization', 'Perception', 'Provision']",2,[],[],0,0,381,392,12,,,02 Dec 2010,23,0,0
4,4,4,2002,2002-4,article,Article,Original Articles,early exit from the labour force between exclusion and privilege: unemployment as a transition from employment to retirement in west germany,"['early', 'exit', 'labour', 'force', 'exclusion', 'privilege', 'unemployment', 'transition', 'employment', 'retirement', 'west', 'germany']",140.0,"['Labour Force And Employment', 'Size And Structure', 'Retirement', 'Retirement Policies', 'Unemployment Insurance']",2,[],[],0,0,393,418,26,,,02 Dec 2010,112,24,0
4,4,5,2002,2002-4,book review,book review,Book Reviews,book reviews,"['book', 'review']",12.0,[],0,[],[],0,0,419,424,6,,,02 Dec 2010,13,0,0
5,1,1,2003,2003-1,article,Article,Original Articles,"unemployment, poverty and social isolation: is there a vicious circle of social exclusion?","['unemployment', 'poverty', 'social', 'isolation', 'vicious', 'circle', 'social', 'exclusion']",90.0,[],3,"[('Duncan Gallie', 'unknown', ""['United Kingdom']"", ' University of Oxford and Nuffield College , Oxford', 'https://www.tandfonline.com/author/Gallie%2C+Duncan'), ('Serge Paugam', 'male', ""['France']"", ' Ecole des Hautes Etudes en Sciences Sociales , Paris ', 'https://www.tandfonline.com/author/Paugam%2C+Serge'), ('Sheila Jacobs', 'female', ""['United Kingdom']"", ' Nuffield College , Oxford', 'https://www.tandfonline.com/author/Jacobs%2C+Sheila')]","[('United Kingdom', 2), ('France', 1)]",0,1,1,32,32,,,09 Dec 2010,"4,168",138,10
5,1,2,2003,2003-1,article,Article,Original Articles,the total impact of the family on educational attainment,"['total', 'impact', 'family', 'educational', 'attainment']",56.0,[],0,[],[],0,0,33,68,36,,,09 Dec 2010,190,19,0
5,1,3,2003,2003-1,article,Article,Original Articles,persistence and change - nordic social policy in the 1980s and 1990s,"['persistence', 'change', 'nordic', 'social', 'policy', '1980s', '1990s']",68.0,"['Nordic countries', 'welfare state', 're-commodification', 'cost containment', 'recalibration', 'rationalization']",1,"[('Anders Nordlund', 'male', ""['Sweden']"", ' LuleÅ University of Technology , Hedenbrovägen, Sweden ', 'https://www.tandfonline.com/author/Nordlund%2C+Anders')]","[('Sweden', 1)]",0,0,69,90,22,,,04 Feb 2011,76,10,0
5,2,1,2003,2003-2,article,Article,Original Articles,who trusts?: the origins of social trust in seven societies,"['trust', 'origin', 'social', 'trust', 'seven', 'society']",59.0,"['Social Trust', 'Social Capital', 'Cleavages', 'Personality', 'Cross-national Comparison', 'Euromodule Survey']",2,"[('Jan Delhey', 'male', ""['Germany']"", ' Department of Social Structure and Social Reporting , Social Science Research Centre , Berlin, WZB, Germany ', 'https://www.tandfonline.com/author/Delhey%2C+Jan'), ('Kenneth Newton', 'male', ""['United Kingdom']"", ' Department of Political Science , University of Southampton , UK ', 'https://www.tandfonline.com/author/Newton%2C+Kenneth')]","[('Germany', 1), ('United Kingdom', 1)]",0,1,93,137,45,,,02 Dec 2010,"3,510",279,6
5,2,2,2003,2003-2,article,Article,Original Articles,street-level corruption in industrialized and developing countries,"['street-level', 'corruption', 'industrialized', 'developing', 'country']",66.0,"['Icvs', 'Cross-country Analysis', 'Corruption', 'Victimization', 'Economic Development', 'British Legal Culture', 'Federalism']",3,"[('Paul Nieuwbeerta', 'male', ""['Netherlands']"", ' Netherlands Institute for the Study of Crime and Law Enforcement ', 'https://www.tandfonline.com/author/Nieuwbeerta%2C+Paul'), ('Gerrit De Geest', 'mostly_male', ""['Netherlands']"", ' Utrecht School of Economics , Utrecht University ', 'https://www.tandfonline.com/author/de+Geest%2C+Gerrit')]","[('Netherlands', 2)]",0,0,139,165,27,,,02 Dec 2010,153,9,0
5,2,3,2003,2003-2,article,Article,Original Articles,moving in and out of poverty,"['moving', 'poverty']",28.0,"['Poverty', 'Poverty Dynamics', 'Echp', 'Welfare Regimes']",2,"[('Richard Layte', 'male', ""['Ireland']"", ' Economic and Social Research Institute , Dublin', 'https://www.tandfonline.com/author/Layte%2C+Richard')]","[('Ireland', 1)]",0,0,167,191,25,,,02 Dec 2010,511,25,6
5,2,4,2003,2003-2,article,Article,Original Articles,educational systems and perceived social inequality,"['educational', 'system', 'perceived', 'social', 'inequality']",51.0,"['Educational Systems', 'Intra-generational Mobility', 'Social Inequality']",1,"[('Martin Groß', 'male', ""['Germany']"", ' Humboldt-University , Berlin', 'https://www.tandfonline.com/author/Gro%C3%9F%2C+Martin')]","[('Germany', 1)]",0,0,193,225,33,,,02 Dec 2010,237,4,3
5,2,5,2003,2003-2,book review,book review,Book Reviews,book reviews,"['book', 'review']",12.0,[],0,[],[],0,0,227,231,5,,,02 Dec 2010,18,0,0
5,3,1,2003,2003-3,article,Article,Original Articles,the return of the kings  temporality in the construction of eu identity,"['return', 'king', 'temporality', 'construction', 'eu', 'identity']",71.0,"['European identity', 'European Commission', 'identity construction', 'temporality', 'Founding Fathers', 'enlargement']",2,[],[],0,0,235,252,18,,,22 Jul 2010,206,9,0
5,3,2,2003,2003-3,article,Article,Original Articles,dying for the union?  military officers and the creation of a european defence force,"['dying', 'union', 'military', 'officer', 'creation', 'european', 'defence', 'force']",84.0,"['European security', 'European defence policy', 'public opinion', 'political identity', 'armed forces', 'officer corps']",1,[],[],0,0,253,282,30,,,22 Jul 2010,190,5,0
5,3,3,2003,2003-3,article,Article,Original Articles,the ‘politics of institutionalization’  the inner discourse of german churches after radical political change,"['‘', 'politics', 'institutionalization', 'inner', 'discourse', 'german', 'church', 'radical', 'political', 'change']",109.0,"['churches', 'East Germany', 'political change', 'process of institutionalization', 'rhetoric']",1,[],[],0,0,283,302,20,,,22 Jul 2010,35,0,0
5,3,4,2003,2003-3,article,Article,Original Articles,reasons for divorce among muslim arabs in israel  an exploratory study,"['reason', 'divorce', 'among', 'muslim', 'arab', 'israel', 'exploratory', 'study']",70.0,"['reasons for divorce', 'causes of divorce', 'Muslims', 'Arabs', 'citizens of Israel', 'society in transition']",2,[],[],0,0,303,325,23,,,22 Jul 2010,176,7,0
5,3,5,2003,2003-3,article,Article,Original Articles,book reviews,"['book', 'review']",12.0,[],0,[],[],0,0,327,345,19,,,04 Jun 2010,28,0,0
5,4,1,2003,2003-4,article,Article,Original Articles,editorial: care through cash and public service,"['editorial', 'care', 'cash', 'public', 'service']",47.0,[],2,[],[],0,0,349,351,3,,,04 Jun 2010,63,4,0
5,4,2,2003,2003-4,article,Article,Original Articles,varieties of familialism: the caring function of the family in comparative perspective,"['variety', 'familialism', 'caring', 'function', 'family', 'comparative', 'perspective']",86.0,"['family policy', 'child care', 'elderly care', 'gender', 'welfare state typology']",1,[],[],0,0,353,375,23,,,04 Jun 2010,"3,769",384,0
5,4,3,2003,2003-4,article,Article,Original Articles,commodified care work in european labour markets,"['commodified', 'care', 'work', 'european', 'labour', 'market']",48.0,"['care', 'care work', 'migrant workers', 'direct payments', 'cash for care']",1,[],[],0,0,377,396,20,,,04 Jun 2010,467,67,0
5,4,4,2003,2003-4,article,Article,Original Articles,paying for informal care: a contradictio in terminis?,"['paying', 'informal', 'care', 'contradictio', 'terminis']",53.0,"['care', 'care payments', 'solidarity', 'informal care', 'care insurance', 'social policy']",1,[],[],0,0,397,417,21,,,04 Jun 2010,86,4,0
5,4,5,2003,2003-4,article,Article,Original Articles,the complexity of family policy reform: the case of norway,"['complexity', 'family', 'policy', 'reform', 'case', 'norway']",58.0,"['family policy', 'policy complexity', 'cash-for-care', 'mothers’ employment', 'Norway']",1,[],[],0,0,419,443,25,,,04 Jun 2010,512,41,3
5,4,6,2003,2003-4,article,Article,Original Articles,public payment for informal care of disabled children: some dilemmas of the norwegian welfare state,"['public', 'payment', 'informal', 'care', 'disabled', 'child', 'dilemma', 'norwegian', 'welfare', 'state']",99.0,"['care wage', 'disabled children', 'welfare state', 'family policy', 'Norway']",1,[],[],0,0,445,463,19,,,04 Jun 2010,72,4,0
6,1,1,2004,2004-1,article,Article,Original Articles,editorial european societies: a message from the editor,"['editorial', 'european', 'society', 'message', 'editor']",55.0,[],1,[],[],0,0,1,3,3,,,04 Jun 2010,10,0,0
6,1,2,2004,2004-1,article,Article,Original Articles,do subjective indicators measure welfare? evidence from 33 european societies,"['subjective', 'indicator', 'measure', 'welfare', 'evidence', '33', 'european', 'society']",77.0,"['subjective well-being', 'life satisfaction', 'welfare measurement', 'Europe']",2,"[('Tony Fahey', 'male', ""['Ireland']"", ' The Economic and Social Research Institute, 4 Burlington Road, Dublin 4, Ireland', 'https://www.tandfonline.com/author/Fahey%2C+Tony'), ('Emer Smyth', 'female', ""['Ireland']"", ' The Economic and Social Research Institute, 4 Burlington Road, Dublin 4, Ireland', 'https://www.tandfonline.com/author/Smyth%2C+Emer')]","[('Ireland', 2)]",0,0,5,27,23,,,04 Jun 2010,583,80,6
6,1,3,2004,2004-1,article,Article,Original Articles,"open markets and welfare values  welfare values, inequality and social change in the silver age of the welfare state","['open', 'market', 'welfare', 'value', 'welfare', 'value', 'inequality', 'social', 'change', 'silver', 'age', 'welfare', 'state']",116.0,"['welfare state', 'values', 'liberalism', 'social attitudes', 'inequality', 'Europe']",1,"[('Peter Taylor-Gooby', 'male', ""['United Kingdom']"", ' School of Social Policy, Sociology and Social Research, University of Kent, Canterbury CT2 7NY, UK', 'https://www.tandfonline.com/author/Taylor-Gooby%2C+Peter')]","[('United Kingdom', 1)]",0,0,29,48,20,,,04 Jun 2010,582,23,0
6,1,4,2004,2004-1,article,Article,Original Articles,in search of turbulence  labour market mobility and job stability in germany,"['search', 'turbulence', 'labour', 'market', 'mobility', 'job', 'stability', 'germany']",76.0,"['job stability', 'labour turnover', 'unemployment', 'service economy', 'event history data', 'Germany']",2,"[('Marcel Erlinghagen', 'male', ""['Germany']"", ' Institut Arbeit und Technik, Munscheidstraße 14, D-45886 Gelsenkirchen, Germany', 'https://www.tandfonline.com/author/Erlinghagen%2C+Marcel'), ('Matthias Knuth', 'male', ""['Germany']"", ' Institut Arbeit und Technik, Munscheidstraße 14, D-45886 Gelsenkirchen, Germany', 'https://www.tandfonline.com/author/Knuth%2C+Matthias')]","[('Germany', 2)]",0,0,49,70,22,,,04 Jun 2010,132,18,0
